"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_Kg","weight_class"
"444","2291-P",23,422.671773786657,"NCSUY","Nottingham","Texas","UK","National Pumpkin Festival","1970 I","1944 G",0,1,-1,"White Pumpkin",191.687879268325,"medium"
"445","2322-P",45,411.574604276195,"CSAEM","Nottingham","Texas","USA","Regional Pumpkin Festival","1350 R","1279 T",268,434,1,"Lady Godiva",186.655149331608,"medium"
"446","2025-P",69,413.70122999642,"NDBEJ","Chicago","Texas","UK","National Pumpkin Festival","1836 Y","1529 I",265,417,-7,"Porcelain Doll",187.619605440553,"medium"
"447","2035-P",93,403.727126371302,"UAJPZ","Chicago","New York","USA","National Pumpkin Festival","1333 A","1821 Z",-4,0,1,"Porcelain Doll",183.096202435964,"medium"
"448","2070-P",44,409.210518050939,"URFBC","Houston","California","UK","National Pumpkin Festival","1916 J","1186 X",250,369,14,"Porcelain Doll",185.583001383646,"medium"
"449","2628-P",15,403.241816092283,"CMJGX","Paris","Florida","UK","Local Pumpkin Festival","1699 R","1079 D",250,359,13,"Porcelain Doll",182.87610707133,"medium"
"450","2329-P",69,397.489661781117,"IBUBH","Houston","California","USA","Local Pumpkin Festival","1336 Q","1128 I",-4,5,1,"Porcelain Doll",180.267420308897,"medium"
"451","2480-P",28,396.205333950743,"EVUAA","Paris","New York","USA","National Pumpkin Festival","1264 L","1426 U",3,3,4,"Lady Godiva",179.68495870782,"medium"
"452","2281-P",53,399.288580080494,"SFAKN","Nottingham","California","UK","National Pumpkin Festival","1504 F","1556 V",260,394,-2,"Hooligan",181.083256272333,"medium"
"453","2158-P",75,394.603404293768,"IBHOE","New York","Florida","USA","National Pumpkin Festival","1594 W","1012 I",254,351,5,"Lady Godiva",178.958459997174,"medium"
"454","2455-P",56,376.891806030646,"WNCRI","Paris","Texas","UK","National Pumpkin Festival","1256 A","1420 Q",249,360,9,"White Pumpkin",170.925989129545,"medium"
"455","2078-P",15,379.715346165001,"DYZZX","Nottingham","California","France","Regional Pumpkin Festival","1296 O","1707 X",263,390,-4,"Porcelain Doll",172.20650619728,"medium"
"456","2660-P",47,388.528438678011,"WQAVU","Nottingham","California","USA","Local Pumpkin Festival","1967 Z","1689 B",252,351,7,"White Pumpkin",176.203373550118,"medium"
"457","2050-P",54,381.625596268661,"PJIDB","Paris","Texas","USA","National Pumpkin Festival","1998 U","1530 B",251,360,7,"Lady Godiva",173.072832774903,"medium"
"458","2295-P",69,371.185742070898,"UKVGG","Nottingham","Texas","UK","Regional Pumpkin Festival","1151 X","1473 R",253,352,8,"Porcelain Doll",168.338205020816,"medium"
"459","2133-P",92,362.823661448434,"KUEQK","Chicago","California","France","National Pumpkin Festival","1571 A","1293 X",260,414,-5,"Hooligan",164.545878207907,"medium"
"460","2981-P",30,374.275261608884,"EREOS","New York","New York","France","Local Pumpkin Festival","1507 Q","1092 O",251,361,-3,"Hooligan",169.739347668428,"medium"
"461","2469-P",36,370.722389415279,"HWQKQ","Chicago","Florida","UK","National Pumpkin Festival","1027 W","1084 H",264,404,-15,"Hooligan",168.128067762031,"medium"
"462","2008-P",89,353.118559996597,"FFWWO","Paris","Florida","USA","Regional Pumpkin Festival","1061 S","1855 B",255,386,-11,"White Pumpkin",160.144471653786,"medium"
"463","2605-P",58,361.577356437221,"WEWNU","Houston","Florida","UK","Local Pumpkin Festival","1424 A","1108 G",251,338,1,"White Pumpkin",163.980660515747,"medium"
"464","2558-P",80,363.118434488773,"VAPRD","Nottingham","New York","France","Local Pumpkin Festival","1331 L","1978 U",250,364,-8,"Lady Godiva",164.679562126428,"medium"
"465","2659-P",93,359.061345375143,"TXFJZ","Chicago","Texas","France","Local Pumpkin Festival","1903 F","1608 P",2,-1,5,"Porcelain Doll",162.839612415031,"medium"
"466","2069-P",34,353.315014945343,"XVUPN","Houston","New York","USA","National Pumpkin Festival","1899 R","1253 I",1,0,1,"Hooligan",160.233566868636,"medium"
"467","2216-P",94,344.845584196597,"TGJOH","Houston","Florida","UK","Regional Pumpkin Festival","1763 B","1489 Y",248,340,-2,"Hooligan",156.392555191201,"medium"
"468","2661-P",67,340.902736021206,"NGLNA","Paris","Florida","France","National Pumpkin Festival","1663 S","1112 S",261,382,-18,"Porcelain Doll",154.604415429118,"medium"
"469","2516-P",52,324.003082102165,"YDAVF","Nottingham","New York","France","National Pumpkin Festival","1893 B","1029 L",237,303,-1,"White Pumpkin",146.940173288964,"medium"
"470","2237-P",69,322.143830330111,"WODJY","Chicago","California","UK","National Pumpkin Festival","1031 L","1563 M",2,2,2,"Lady Godiva",146.0969752064,"medium"
"471","2462-P",77,306.362551413476,"RSVNW","Paris","New York","France","National Pumpkin Festival","1951 Q","1376 I",234,300,0,"White Pumpkin",138.939932613822,"medium"
"472","2051-P",4,303.431637987681,"KBHBQ","Chicago","Texas","France","Local Pumpkin Festival","1323 S","1976 H",-3,-4,4,"Hooligan",137.610720175819,"medium"
"473","2902-P",90,289.075033432804,"KKOCD","Paris","Texas","UK","Local Pumpkin Festival","1085 T","1853 W",235,312,-8,"White Pumpkin",131.0997884049,"medium"
"474","2052-P",99,289.785394917242,"KZZMI","New York","California","France","Regional Pumpkin Festival","1501 T","1100 Z",242,317,-11,"White Pumpkin",131.421947808273,"medium"
"475","2548-P",32,276.784546679817,"KUQCO","Paris","Florida","UK","Local Pumpkin Festival","1925 V","1422 O",229,273,7,"White Pumpkin",125.525871510121,"medium"
"476","2136-P",65,270.221115588211,"AEJXS","Chicago","New York","UK","National Pumpkin Festival","1370 N","1027 D",5,5,-1,"Porcelain Doll",122.549258770164,"medium"
"477","2260-P",42,255.620118910447,"SUALV","Houston","Florida","USA","Regional Pumpkin Festival","1270 F","1694 R",232,268,3,"Lady Godiva",115.927491569364,"medium"
"478","2895-P",44,260.86542487964,"MOHDY","New York","New York","USA","Regional Pumpkin Festival","1896 H","1174 V",232,262,1,"White Pumpkin",118.306315138159,"medium"
"479","2335-P",36,253.347918869369,"QOMKS","Nottingham","New York","UK","Regional Pumpkin Festival","1868 Q","1448 X",231,261,-10,"Lady Godiva",114.897015360258,"medium"
"480","2265-P",51,257.320497142151,"IFCKV","Paris","Florida","France","Local Pumpkin Festival","1400 R","1641 B",235,274,-7,"Porcelain Doll",116.698638159706,"medium"
"481","2277-P",60,242.04634015169,"YYFGS","Nottingham","Florida","USA","Local Pumpkin Festival","1470 J","1681 L",232,289,-9,"Lady Godiva",109.771582835234,"medium"
"482","2593-P",26,253.263145672157,"MFHJP","Chicago","New York","UK","Local Pumpkin Festival","1242 Z","1228 G",217,248,0,"White Pumpkin",114.858569465831,"medium"
"483","2725-P",30,253.506681287102,"DJIXG","Los Angeles","California","France","Local Pumpkin Festival","1412 K","1004 L",222,244,4,"White Pumpkin",114.969016456736,"medium"
"484","2530-P",89,231.255482373759,"VAINX","Los Angeles","Florida","UK","Local Pumpkin Festival","1631 M","1062 O",-1,-2,0,"White Pumpkin",104.877769784018,"medium"
"485","2637-P",92,245.144262627698,"IUIHE","Nottingham","Texas","UK","Regional Pumpkin Festival","1179 A","1034 T",215,230,-4,"Porcelain Doll",111.176536339092,"medium"
"486","2308-P",3,241.938819792494,"TKSYU","Chicago","California","UK","Local Pumpkin Festival","1051 E","1070 W",-1,3,0,"Lady Godiva",109.722820767571,"medium"
"487","2104-P",9,220.806808892637,"YIAYZ","New York","Florida","UK","National Pumpkin Festival","1336 M","1546 O",211,208,10,"Hooligan",100.139142354938,"medium"
"488","2620-P",36,222.15785515178,"JHNQH","New York","New York","USA","National Pumpkin Festival","1462 X","1245 J",-2,0,2,"Lady Godiva",100.751861746839,"medium"
"489","2744-P",90,218.931094595604,"MOFJG","Los Angeles","California","France","Local Pumpkin Festival","1037 H","1714 A",-2,-5,2,"Porcelain Doll",99.2884782746502,"light"
"490","2402-P",42,217.124630355276,"GSWDD","Paris","Florida","France","National Pumpkin Festival","1752 G","1929 T",220,232,-10,"Porcelain Doll",98.4692201157715,"light"
"491","2304-P",14,195.268805633299,"HOSPZ","Nottingham","New York","UK","Regional Pumpkin Festival","1759 T","1707 I",205,208,-6,"Hooligan",88.5572814663488,"light"
"492","2041-P",63,185.516255260445,"PKOCF","New York","Texas","France","Regional Pumpkin Festival","1078 Q","1295 U",199,189,-2,"Hooligan",84.134356127186,"light"
"493","2803-P",100,183.554817065597,"HSQBQ","Houston","Texas","USA","Local Pumpkin Festival","1857 H","1682 X",1,1,-1,"Lady Godiva",83.2448149957354,"light"
"494","2702-P",35,183.939546351321,"TGYXQ","Houston","New York","France","Regional Pumpkin Festival","1218 O","1743 X",2,1,2,"Porcelain Doll",83.4192953974245,"light"
"495","2213-P",33,186.626407803968,"MYRGP","Los Angeles","Florida","USA","National Pumpkin Festival","1260 E","1397 L",2,2,-3,"White Pumpkin",84.637826668466,"light"
"496","2696-P",32,166.967815423571,"SXPFB","Houston","California","UK","Regional Pumpkin Festival","1282 X","1703 D",189,151,1,"Lady Godiva",75.7223652714606,"light"
"497","2944-P",74,159.447477034293,"BYSEW","Houston","New York","France","National Pumpkin Festival","1757 T","1364 U",192,162,-2,"Lady Godiva",72.3117809679334,"light"
"498","2679-P",52,157.530721894465,"EOQXX","New York","California","UK","Regional Pumpkin Festival","1511 V","1001 V",-1,-5,1,"Hooligan",71.4425042605285,"light"
"499","2359-P",6,158.837414199114,"ZYXJA","Houston","California","France","Regional Pumpkin Festival","1968 K","1686 D",185,155,-2,"Porcelain Doll",72.0351084803237,"light"
"500","2714-P",31,158.358718346804,"BFCNJ","New York","New York","USA","Local Pumpkin Festival","1038 Z","1200 S",-3,5,4,"Lady Godiva",71.8180128556936,"light"
"501","2160-P",72,163.414901495166,"KGGRS","Los Angeles","Florida","UK","National Pumpkin Festival","1005 C","1546 W",1,1,-5,"Hooligan",74.1110664377171,"light"
"502","2118-P",38,146.42120277416,"XKTBB","Chicago","Texas","UK","Regional Pumpkin Festival","1317 Q","1806 I",197,164,-13,"Porcelain Doll",66.4041735937232,"light"
"503","2068-P",41,148.272825813852,"WEJSY","Nottingham","California","USA","Local Pumpkin Festival","1495 D","1558 T",186,158,-12,"White Pumpkin",67.2439119337198,"light"
"504","2983-P",22,122.033126235008,"RWFBD","Nottingham","California","UK","Regional Pumpkin Festival","1361 S","1390 X",-5,-3,-4,"White Pumpkin",55.3438214217724,"light"
"505","2047-P",59,121.592362348922,"RVDDE","Paris","Florida","UK","Local Pumpkin Festival","1287 S","1469 S",0,-5,2,"Porcelain Doll",55.1439285029123,"light"
"506","2628-P",46,97.6736873008311,"OFNUM","Los Angeles","Florida","France","Regional Pumpkin Festival","1777 Y","1706 W",180,134,-23,"White Pumpkin",44.2964568257737,"light"
"507","2924-P",8,94.0834006853402,"TQLAI","Paris","California","France","Local Pumpkin Festival","1716 J","1672 Y",-5,2,-2,"Lady Godiva",42.6682089275919,"light"
"508","2387-P",16,74.1412888020277,"WXPBV","Houston","New York","UK","Regional Pumpkin Festival","1840 P","1518 K",157,109,-28,"Porcelain Doll",33.6241672571554,"light"
"509","2711-P",50,81.7575438426807,"IAJJX","Chicago","Florida","France","Regional Pumpkin Festival","1846 V","1868 H",1,-3,0,"Porcelain Doll",37.0782511758189,"light"
"510","2771-P",94,77.5859454898164,"MWKJQ","New York","Florida","USA","Regional Pumpkin Festival","1579 N","1691 I",145,88,-9,"Porcelain Doll",35.1863698366514,"light"
"511","2263-P",47,66.269836101681,"WXWIC","Nottingham","Florida","France","Regional Pumpkin Festival","1860 X","1120 S",146,94,-17,"White Pumpkin",30.0543474384041,"light"
"512","2941-P",13,75.4259032951668,"YCVFK","Paris","Texas","USA","Regional Pumpkin Festival","1120 A","1463 L",-5,-4,-4,"Porcelain Doll",34.2067588640212,"light"
"513","2905-P",18,74.4337323522195,"QDZWG","Houston","Texas","USA","Local Pumpkin Festival","1023 F","1737 Q",5,3,1,"White Pumpkin",33.7567947175599,"light"
"514","2755-P",15,51.7291355859488,"MTYPS","Chicago","Texas","UK","Regional Pumpkin Festival","1039 A","1818 J",135,78,-26,"White Pumpkin",23.4599254358045,"light"
"515","2107-P",33,50.8731252901256,"HQBHB","New York","Texas","France","Regional Pumpkin Festival","1083 E","1919 M",1,4,-4,"Porcelain Doll",23.0717121497168,"light"
"516","2680-P",45,25.7814352747053,"DNMJY","Houston","Texas","France","National Pumpkin Festival","1420 Y","1335 M",-1,1,1,"Lady Godiva",11.692260895558,"light"
"517","2975-P",31,1648.10417698883,"JXVAD","Chicago","Florida","France","National Pumpkin Festival","1839 Z","1574 B",426,1572,-1,"White Pumpkin",747.439536049354,"heavy"
"518","2483-P",31,1636.95220625307,"XMJZP","New York","Florida","USA","Regional Pumpkin Festival","1850 C","1070 U",2,-1,-2,"White Pumpkin",742.38195294924,"heavy"
"519","2223-P",23,1474.13255149033,"LIJGC","Paris","Florida","USA","Regional Pumpkin Festival","1234 W","1436 V",402,1381,5,"Hooligan",668.540839678154,"heavy"
"520","2332-P",97,755.518256098032,"KDOYF","Paris","Texas","UK","Local Pumpkin Festival","1065 K","1518 E",317,714,8,"Lady Godiva",342.638664897067,"medium"
"521","2086-P",9,443.08695687633,"PIITX","Paris","California","UK","National Pumpkin Festival","1184 Y","1063 K",1,5,-5,"Hooligan",200.946465703551,"medium"
"522","2916-P",71,2235.03854970168,"PIXKL","Nottingham","Texas","France","Regional Pumpkin Festival","1966 U","1250 U",465,1932,17,"Porcelain Doll",1013.62292503478,"heavy"
"523","2388-P",94,2137.37210650183,"ZCGSN","Nottingham","Florida","UK","Regional Pumpkin Festival","1841 X","1510 P",477,2010,5,"Hooligan",969.32975351557,"heavy"
"524","2876-P",46,1914.36334134638,"OTHAC","Chicago","Florida","USA","Regional Pumpkin Festival","1138 W","1449 B",436,1704,7,"Hooligan",868.19199154031,"heavy"
"525","2845-P",92,1869.4644217642,"UWBVD","Houston","Texas","USA","Local Pumpkin Festival","1758 H","1914 D",469,1962,-4,"Porcelain Doll",847.829669734332,"heavy"
"526","2212-P",57,1744.96423726808,"EORTB","Paris","California","USA","Local Pumpkin Festival","1369 C","1518 T",445,1772,-6,"Lady Godiva",791.367001028609,"heavy"
"527","2110-P",72,1742.12421096023,"YQEGF","Los Angeles","Florida","France","National Pumpkin Festival","1751 Z","1753 Y",431,1605,9,"Lady Godiva",790.0790072382,"heavy"
"528","2788-P",15,1721.73764611874,"PRGCK","Nottingham","Texas","France","Regional Pumpkin Festival","1246 O","1198 W",426,1593,12,"Hooligan",780.833399600335,"heavy"
"529","2401-P",78,1711.57358918432,"FPBNX","Paris","California","USA","Regional Pumpkin Festival","1387 R","1051 L",427,1572,14,"Lady Godiva",776.223849970214,"heavy"
"530","2303-P",17,1688.29281758983,"QPGEW","Nottingham","California","UK","National Pumpkin Festival","1952 Q","1707 O",422,1590,11,"White Pumpkin",765.665676911486,"heavy"
"531","2462-P",3,1676.03395281658,"MBEMS","Paris","Florida","USA","National Pumpkin Festival","1667 B","1959 H",433,1621,5,"Hooligan",760.106101050601,"heavy"
"532","2343-P",43,1684.2581455633,"GISRG","Chicago","Texas","UK","National Pumpkin Festival","1470 F","1985 Q",415,1521,15,"Lady Godiva",763.835893679503,"heavy"
"533","2190-P",34,1662.69260587357,"PRSTW","Paris","California","France","Local Pumpkin Festival","1781 E","1034 X",437,1628,0,"Lady Godiva",754.05560357078,"heavy"
"534","2165-P",33,1652.44939710759,"TLNLM","Los Angeles","New York","UK","National Pumpkin Festival","1585 R","1093 J",419,1471,13,"Hooligan",749.410157418406,"heavy"
"535","2328-P",55,1651.3293067934,"TNDWH","Los Angeles","New York","USA","Local Pumpkin Festival","1366 E","1833 L",421,1571,8,"Lady Godiva",748.902179951655,"heavy"
"536","2696-P",72,1548.23250161391,"WAWDV","Paris","Texas","UK","Local Pumpkin Festival","1779 E","1107 G",401,1317,15,"Lady Godiva",702.146259235332,"heavy"
"537","2962-P",99,1537.15268958732,"VLNCO","Houston","Florida","USA","Regional Pumpkin Festival","1300 V","1232 F",425,1546,-1,"Hooligan",697.12140117339,"heavy"
"538","2473-P",48,1461.34355399199,"MYLMC","Chicago","California","UK","National Pumpkin Festival","1476 O","1268 A",390,1259,21,"Lady Godiva",662.740840812693,"heavy"
"539","2953-P",24,1442.89447115082,"DKHOF","Chicago","New York","UK","National Pumpkin Festival","1160 T","1374 I",407,1418,-2,"Lady Godiva",654.373909818967,"heavy"
"540","2668-P",12,1443.87069877051,"CDZVF","Los Angeles","New York","USA","Regional Pumpkin Festival","1723 Y","1411 Y",429,1573,-12,"White Pumpkin",654.816643433337,"heavy"
"541","2981-P",91,1444.54547972139,"QZPPE","Los Angeles","Florida","France","Local Pumpkin Festival","1854 K","1243 D",425,1543,-3,"Hooligan",655.122666540313,"heavy"
"542","2693-P",46,1438.35776161682,"DVUJS","Houston","New York","USA","National Pumpkin Festival","1472 T","1829 R",409,1440,0,"Lady Godiva",652.316445177696,"heavy"
"543","2270-P",5,1415.49112895224,"SKACU","Los Angeles","California","France","Local Pumpkin Festival","1357 K","1839 D",392,1314,9,"Lady Godiva",641.946090227774,"heavy"
"544","2705-P",90,1387.58179284446,"VAAJD","New York","California","USA","National Pumpkin Festival","1167 T","1784 H",388,1293,10,"White Pumpkin",629.288794940798,"heavy"
"545","2532-P",5,1381.97904816363,"QGORX","Nottingham","Florida","UK","Regional Pumpkin Festival","1114 N","1181 X",402,1418,-1,"Porcelain Doll",626.747867647905,"heavy"
"546","2134-P",88,1382.01153394803,"YNYEJ","Houston","Texas","France","National Pumpkin Festival","1791 S","1750 W",388,1238,6,"Lady Godiva",626.762600429947,"heavy"
"547","2210-P",73,1346.04182936437,"GDCUX","Paris","Florida","USA","Local Pumpkin Festival","1114 F","1301 A",396,1359,1,"Porcelain Doll",610.449809235544,"heavy"
"548","2772-P",85,1338.71738324128,"TAUFF","Houston","California","UK","Local Pumpkin Festival","1077 H","1919 O",391,1300,4,"White Pumpkin",607.128064962032,"heavy"
"549","2610-P",98,1333.43394417875,"KYQXC","New York","Florida","France","Local Pumpkin Festival","1048 T","1634 Z",381,1191,17,"White Pumpkin",604.731947473354,"heavy"
"550","2575-P",35,1318.50339018647,"HCSNX","Nottingham","New York","France","Local Pumpkin Festival","1594 A","1701 V",402,1393,-9,"Lady Godiva",597.960721173001,"heavy"
"551","2796-P",67,1311.90508077759,"ZQNIQ","Chicago","New York","USA","Regional Pumpkin Festival","1441 F","1207 K",394,1341,2,"White Pumpkin",594.968290602083,"heavy"
